id	merge_region	merge_len	num_region	eccdna_status	numreads	totalbase	coverage	consensus_len	consensus_status
ec327	6:134513823-134518954_+	5132	1	cyclic	2	33319	6.49	5136	Insertion
ec328	1:39253560-39254637_+	1078	1	cyclic	1	12150	11.27	1078	No_indel
ec329	5:8706024-8706566_+	543	1	cyclic	1	3234	5.96	543	No_indel
ec330	4:86428388-86429593_+	1206	1	cyclic	1	14304	11.86	1208	Insertion
ec331	5:162935896-162936815_+	920	1	cyclic	2	14485	15.74	919	Deletion
ec332	2:82862100-82864832_-	2733	1	cyclic	1	21375	7.82	2737	Insertion
ec333	14:75383073-75384692_+	1620	1	cyclic	1	16065	9.92	1620	No_indel
ec334	6:46679673-46680580_-	908	1	cyclic	1	7178	7.91	909	Insertion
ec335	19:40651849-40652828_+	980	1	cyclic	1	7768	7.93	981	Insertion
ec336	9:80125541-80126866_-	1326	1	cyclic	1	13480	10.17	1327	Insertion
ec337	13:84587353-84589363_-	2011	1	cyclic	1	19630	9.76	2011	No_indel
ec338	16:58161711-58162513_-	803	1	cyclic	1	11014	13.72	803	No_indel
