id	merge_region	merge_len	num_region	eccdna_status	numreads	totalbase	coverage	consensus_len	consensus_status
ec318	1:244592388-244594708_+	2321	1	cyclic	1	36697	15.81	2319	Deletion
ec319	13:26416759-26419095_+	2337	1	cyclic	4	19263	8.24	2336	Deletion
ec320	4:99278170-99279931_+	1762	1	cyclic	2	8035	4.56	1766	Insertion
ec321	10:124076654-124077901_+	1248	1	cyclic	2	7070	5.67	1248	No_indel
ec322	1:197933854-197935396_+	1543	1	cyclic	2	17453	11.31	1543	No_indel
ec323	3:160514922-160516287_+,1:65131612-65132094_-	1849	2	cyclic	1	11049	5.98	1857	Insertion
ec324	14:47481450-47487998_+	6549	1	cyclic	2	34531	5.27	6552	Insertion
ec325	11:111203742-111206724_+	2983	1	cyclic	3	21002	7.04	2986	Insertion
ec326	20:6142621-6143326_+	706	1	cyclic	1	7712	10.92	706	No_indel
ec327	5:136491805-136493305_+	1501	1	cyclic	2	10913	7.27	1501	No_indel
ec328	5:59247487-59247812_-	326	1	cyclic	2	10677	32.75	328	Insertion
ec329	18:10517646-10518176_-,18:37868203-37870390_-	2719	2	cyclic	1	16196	5.96	2720	Insertion
ec330	18:7964942-7966723_+	1782	1	cyclic	3	12069	6.77	1784	Insertion
ec331	8:129368155-129374672_+	6518	1	cyclic	11	51821	7.95	6525	Insertion
ec332	13:108046883-108048755_+	1873	1	cyclic	1	11044	5.90	1872	Deletion
ec333	1:113831661-113832838_-	1178	1	cyclic	1	16323	13.86	1180	Insertion
ec334	6:135275152-135275507_-,13:80082764-80084007_+	1600	2	cyclic	1	9416	5.88	1602	Insertion
ec335	7:145445890-145447873_+	1984	1	cyclic	4	14876	7.50	1991	Insertion
ec336	9:12384714-12385470_+	757	1	cyclic	1	5956	7.87	758	Insertion
ec337	1:180824314-180827276_+	2963	1	cyclic	2	24995	8.44	2967	Insertion
ec338	18:3780635-3781570_+	936	1	cyclic	1	7315	7.82	937	Insertion
ec339	1:89624623-89626507_-	1885	1	cyclic	1	11125	5.90	1886	Insertion
ec340	6:20567945-20568687_+	743	1	cyclic	3	15512	20.88	741	Deletion
ec341	7:145481341-145486052_+	4712	1	cyclic	4	28332	6.01	4717	Insertion
ec342	1:38167356-38169267_+	1912	1	cyclic	2	11334	5.93	1913	Insertion
ec343	2:213532617-213534066_-	1450	1	cyclic	3	10096	6.96	1450	No_indel
ec344	1:63340176-63341556_-	1381	1	cyclic	1	24759	17.93	1382	Insertion
ec345	6:2215456-2216984_+	1529	1	cyclic	1	15175	9.92	1531	Insertion
ec346	17:37615637-37617463_-	1827	1	cyclic	1	10690	5.85	1831	Insertion
ec347	3:135963860-135964281_+,16:78891954-78893607_+	2076	2	cyclic	1	16520	7.96	2075	Deletion
ec348	17:55288210-55294623_+	6414	1	cyclic	2	31327	4.88	6424	Insertion
ec349	15:76369580-76370272_+	693	1	cyclic	1	5475	7.90	692	Deletion
ec350	21:34525242-34526354_+	1113	1	cyclic	1	13116	11.78	1113	No_indel
ec351	5:145386826-145387666_-	841	1	cyclic	1	5027	5.98	841	No_indel
ec352	10:67922867-67926121_-	3255	1	cyclic	1	19280	5.92	3262	Insertion
